individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,target,year
16,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",E,Übrige Einnahmen,1616,Bundesamt für Strahlenschutz,26101,341,Erstattung von Verwaltungsausgaben, ,89,0,2022
16,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",E,Übrige Einnahmen,1616,Bundesamt für Strahlenschutz,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,89,0,2022
16,"Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",E,Übrige Einnahmen,1616,Bundesamt für Strahlenschutz,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,89,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1701,Gesetzliche Leistungen für die Familien,11201,231,"Geldstrafen, Geldbußen und Gerichtskosten", ,7,50,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1701,Gesetzliche Leistungen für die Familien,11999,290,Vermischte Einnahmen, ,7,15,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1701,Gesetzliche Leistungen für die Familien,18201,290,Tilgungsbeträge von Darlehen nach dem Familienpflegezeitgesetz und Pflegezeitgesetz, ,7,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1701,Gesetzliche Leistungen für die Familien,23207,237,Einnahmen nach § 8 Abs. 2 Unterhaltsvorschussgesetz, ,7,179000,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1701,Gesetzliche Leistungen für die Familien,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,7,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1702,Kinder- und Jugendpolitik,11101,290,"Gebühren, sonstige Entgelte", ,14,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1702,Kinder- und Jugendpolitik,11999,290,Vermischte Einnahmen, ,14,9380,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1702,Kinder- und Jugendpolitik,15201,290,Zinsen aus Darlehen zum Bau und zur Einrichtung von zentralen Jugendbildungs- und Jugendbegegnungsstätten und Jugendherbergen, ,14,15,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1702,Kinder- und Jugendpolitik,17201,290,Tilgung von Darlehen zum Bau und zur Einrichtung von zentralen Jugendbildungs- und Jugendbegegnungsstätten und Jugendherbergen, ,14,77,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1702,Kinder- und Jugendpolitik,23201,246,"Rückerstattungen von Zuwendungen im Rahmen der Förderung nach den Richtlinien zum ""Garantiefonds-Hochschulbereich""", ,14,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1702,Kinder- und Jugendpolitik,23202,261,Einnahmen aus sonstigen Zuweisungen der Länder zu besonderen Maßnahmen, ,14,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1702,Kinder- und Jugendpolitik,23401,270,"Einnahmen aus Abführungen des Sondervermögens ""Kinderbetreuungsausbau""", ,15,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1702,Kinder- und Jugendpolitik,23402,270,"Einnahmen aus Abführungen des Sondervermögens ""Ausbau ganztägiger Bildungs- und Betreuungsangebote für Kinder im Grundschulalter""", ,15,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1702,Kinder- und Jugendpolitik,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,15,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",11101,290,"Gebühren, sonstige Entgelte", ,39,25,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",11999,290,Vermischte Einnahmen, ,39,7500,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",15201,290,Zinsen aus Darlehen zum Bau und zur Einrichtung von zentralen Familienferienstätten, ,39,6,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",16204,290,Zinsen aus Darlehen zur Förderung von gesellschaftspolitischen Maßnahmen für die ältere Generation, ,39,2,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",17201,290,Tilgung von Darlehen zum Bau und zur Einrichtung von zentralen Familienferienstätten, ,39,16,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",18203,290,Tilgung von Darlehen zur Förderung von gesellschaftspolitischen Maßnahmen für die ältere Generation und sonstigen Darlehen, ,39,13,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",23201,261,Einnahmen aus sonstigen Zuweisungen der Länder zu besonderen Maßnahmen, ,39,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1703,"Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,40,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1710,Sonstige Bewilligungen,11101,290,"Gebühren, sonstige Entgelte", ,54,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1710,Sonstige Bewilligungen,11999,290,Vermischte Einnahmen, ,54,900,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1710,Sonstige Bewilligungen,27202,290,Einnahmen aus sonstigen Zuschüssen der Europäischen Union zu besonderen Maßnahmen, ,54,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1710,Sonstige Bewilligungen,34201,236,Erstattungen der Bank für Sozialwirtschaft aus dem Revolvingfonds zur Deckung von Bürgschaften, ,54,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1710,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,54,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,60,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,60,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,60,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,60,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1711,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,60,65,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1712,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte", ,66,188,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1712,Bundesministerium,11999,11,Vermischte Einnahmen, ,66,1,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1712,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,66,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1712,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,66,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,11101,290,"Gebühren, sonstige Entgelte", ,71,1000,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,11201,219,"Geldstrafen, Geldbußen und Gerichtskosten", ,71,10,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,11999,219,Vermischte Einnahmen, ,71,650,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,13201,290,Erlöse aus der Veräußerung von beweglichen Sachen, ,71,80,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,18203,219,Tilgung von Darlehen zur Einrichtung von Unterkünften für Dienstleistende, ,71,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,71,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1713,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,72,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1714,Bundeszentrale für Kinder- und Jugendmedienschutz,11101,290,"Gebühren, sonstige Entgelte", ,78,50,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1714,Bundeszentrale für Kinder- und Jugendmedienschutz,11999,290,Vermischte Einnahmen, ,78,5,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1714,Bundeszentrale für Kinder- und Jugendmedienschutz,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,78,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1715,Antidiskriminierungsstelle des Bundes,11999,11,Vermischte Einnahmen, ,81,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1715,Antidiskriminierungsstelle des Bundes,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,81,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1715,Antidiskriminierungsstelle des Bundes,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,81,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1716,Der Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,11999,11,Vermischte Einnahmen, ,86,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Verwaltungseinnahmen,1716,Der Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,86,0,2022
17,"Bundesministerium für Familie, Senioren, Frauen und Jugend",E,Übrige Einnahmen,1716,Der Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,86,0,2022
19,Bundesverfassungsgericht,E,Übrige Einnahmen,1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,6,0,2022
19,Bundesverfassungsgericht,E,Übrige Einnahmen,1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,6,0,2022
19,Bundesverfassungsgericht,E,Übrige Einnahmen,1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,6,0,2022
19,Bundesverfassungsgericht,E,Übrige Einnahmen,1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,6,0,2022
19,Bundesverfassungsgericht,E,Übrige Einnahmen,1911,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,6,0,2022
19,Bundesverfassungsgericht,E,Verwaltungseinnahmen,1912,Bundesverfassungsgericht,11101,51,"Gebühren, sonstige Entgelte", ,12,16,2022
19,Bundesverfassungsgericht,E,Verwaltungseinnahmen,1912,Bundesverfassungsgericht,11201,51,"Geldstrafen, Geldbußen und Gerichtskosten", ,12,0,2022
19,Bundesverfassungsgericht,E,Verwaltungseinnahmen,1912,Bundesverfassungsgericht,11901,51,Einnahmen aus Veröffentlichungen, ,12,13,2022
19,Bundesverfassungsgericht,E,Verwaltungseinnahmen,1912,Bundesverfassungsgericht,11999,51,Vermischte Einnahmen, ,12,11,2022
19,Bundesverfassungsgericht,E,Übrige Einnahmen,1912,Bundesverfassungsgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,12,0,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,6,0,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,6,0,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,6,0,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,6,0,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2011,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,6,0,2022
20,Bundesrechnungshof,E,Verwaltungseinnahmen,2012,Bundesrechnungshof,11101,12,"Gebühren, sonstige Entgelte", ,10,0,2022
20,Bundesrechnungshof,E,Verwaltungseinnahmen,2012,Bundesrechnungshof,11999,11,Vermischte Einnahmen, ,10,6,2022
20,Bundesrechnungshof,E,Verwaltungseinnahmen,2012,Bundesrechnungshof,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,10,8,2022
20,Bundesrechnungshof,E,Verwaltungseinnahmen,2012,Bundesrechnungshof,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,10,0,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2012,Bundesrechnungshof,28601,11,Erstattungen für Prüftätigkeit im UN Board of Auditors (UN BoA), ,10,2207,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2012,Bundesrechnungshof,28602,11,Erstattungen aus internationalen Prüfungsmandaten und dgl. (ohne UN BoA), ,10,0,2022
20,Bundesrechnungshof,E,Übrige Einnahmen,2012,Bundesrechnungshof,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,10,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Verwaltungseinnahmen,2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11909,11,Vermischte Einnahmen, ,6,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Übrige Einnahmen,2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,6,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Übrige Einnahmen,2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,6,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Übrige Einnahmen,2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,6,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Übrige Einnahmen,2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,6,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Übrige Einnahmen,2111,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,6,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Verwaltungseinnahmen,2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,11101,11,"Gebühren, sonstige Entgelte", ,11,15,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Verwaltungseinnahmen,2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,11201,51,"Geldstrafen, Geldbußen und Gerichtskosten", ,11,0,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Verwaltungseinnahmen,2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,11999,11,Vermischte Einnahmen, ,11,20,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Verwaltungseinnahmen,2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,11,50,2022
21,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,E,Übrige Einnahmen,2112,Der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,11,0,2022
22,Unabhängiger Kontrollrat,E,Verwaltungseinnahmen,2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11999,11,Vermischte Einnahmen, ,6,0,2022
22,Unabhängiger Kontrollrat,E,Übrige Einnahmen,2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,6,0,2022
22,Unabhängiger Kontrollrat,E,Übrige Einnahmen,2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,6,0,2022
22,Unabhängiger Kontrollrat,E,Übrige Einnahmen,2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,6,0,2022
22,Unabhängiger Kontrollrat,E,Übrige Einnahmen,2211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,6,0,2022
22,Unabhängiger Kontrollrat,E,Verwaltungseinnahmen,2212,Unabhängiger Kontrollrat,11999,11,Vermischte Einnahmen, ,11,0,2022
22,Unabhängiger Kontrollrat,E,Verwaltungseinnahmen,2212,Unabhängiger Kontrollrat,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,11,0,2022
22,Unabhängiger Kontrollrat,E,Übrige Einnahmen,2212,Unabhängiger Kontrollrat,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,11,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2301,Bilaterale staatliche Entwicklungszusammenarbeit,16601,23,Zinsen aus Darlehen der bilateralen Finanziellen Zusammenarbeit und Erträge aus Treuhandbeteiligungen, ,8,100000,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2301,Bilaterale staatliche Entwicklungszusammenarbeit,16603,23,Zinsen aus Darlehen zur Verbesserung der Beschäftigungssituation, ,9,80,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2301,Bilaterale staatliche Entwicklungszusammenarbeit,18601,23,Tilgung von Darlehen der bilateralen Finanziellen Zusammenarbeit und Rückflüsse aus Treuhandbeteiligungen sowie Zinsverbilligungsvorhaben, ,9,621000,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2301,Bilaterale staatliche Entwicklungszusammenarbeit,18603,23,Tilgung von Darlehen zur Verbesserung der Beschäftigungssituation, ,10,1530,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2301,Bilaterale staatliche Entwicklungszusammenarbeit,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,10,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2302,"Zivilgesellschaftliches, kommunales und wirtschaftliches Engagement",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,20,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2303,"Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen",18604,23,Tilgungen von Darlehen im Rahmen der EWG-Assoziierungsabkommen - Jaunde I und II und Lomé, ,28,8000,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2303,"Europäische Entwicklungszusammenarbeit, Beiträge an die Vereinten Nationen sowie andere internationale Einrichtungen",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,28,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2304,Beiträge an multilaterale Entwicklungsbanken,18606,23,Tilgung von Darlehen im Rahmen der Sonderaktion der Konferenz für Internationale Wirtschaftliche Zusammenarbeit (KIWZ) 1977, ,37,2220,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2304,Beiträge an multilaterale Entwicklungsbanken,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,37,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2305,"Forschung, Evaluierung und Qualifizierung in der Entwicklungszusammenarbeit",38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,45,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2310,Sonstige Bewilligungen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,50,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Verwaltungseinnahmen,2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11999,23,Vermischte Einnahmen, ,54,15000,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,54,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,54,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,54,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,54,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2311,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,54,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Verwaltungseinnahmen,2312,Bundesministerium,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,60,0,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Verwaltungseinnahmen,2312,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,60,4,2022
23,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,E,Übrige Einnahmen,2312,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,60,0,2022
25,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",E,Verwaltungseinnahmen,2501,Bau- und Wohnungswesen,11999,419,Vermischte Einnahmen, ,6,1790,2022
25,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",E,Verwaltungseinnahmen,2501,Bau- und Wohnungswesen,13401,411,Abführungen der Treuhandstellen für den Bergarbeiterwohnungsbau nach Aufhebung des Bundestreuhandvermögens für den Bergarbeiterwohnungsbau, ,6,0,2022
25,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",E,Übrige Einnahmen,2501,Bau- und Wohnungswesen,15207,423,Zinseinnahmen von Ländern, ,6,0,2022
25,"Bundesministerium für Wohnen, Stadtentwicklung und Bauwesen",E,Übrige Einnahmen,2501,Bau- und Wohnungswesen,17207,423,Tilgungsbeträge von Ländern, ,7,45,2022
