individual plan,individual plan text,income expenditure,income expenditure text,chapter,chapter text,title,function,title text,flex,page,soll
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,11101,313,"Gebühren, sonstige Entgelte", ,81,1000
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,11999,313,Vermischte Einnahmen, ,81,1350
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,12401,313,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,82,73
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,13201,313,Erlöse aus der Veräußerung von beweglichen Sachen, ,82,7
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,28201,313,Förderungs- und Kostenbeiträge Dritter, ,82,0
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,83,0
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1113,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,83,0
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1114,Bundesarbeitsgericht,11101,51,"Gebühren, sonstige Entgelte", ,92,1000
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1114,Bundesarbeitsgericht,11999,51,Vermischte Einnahmen, ,92,25
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1114,Bundesarbeitsgericht,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,92,0
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1114,Bundesarbeitsgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,92,0
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,11101,51,"Gebühren, sonstige Entgelte", ,96,775
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,11999,51,Vermischte Einnahmen, ,96,10
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,12401,51,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,96,0
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1115,Bundessozialgericht,13201,51,Erlöse aus der Veräußerung von beweglichen Sachen, ,96,0
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1115,Bundessozialgericht,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,96,0
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1116,Bundesamt für Soziale Sicherung,11101,314,"Gebühren, sonstige Entgelte", ,100,2035
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1116,Bundesamt für Soziale Sicherung,11999,219,Vermischte Einnahmen, ,100,10
11,Bundesministerium für Arbeit und Soziales,E,Verwaltungseinnahmen,1116,Bundesamt für Soziale Sicherung,13201,219,Erlöse aus der Veräußerung von beweglichen Sachen, ,100,0
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23602,219,Erstattung von Ausgaben für Laufbahnprüfungen, ,100,0
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23603,219,Erstattung der Aufwendungen für die Prüfung der Kranken- und Pflegekassen, ,100,25977
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23604,219,"Erstattung der Aufwendungen für die Begleitung der Weiterentwicklung der Informationstechnik der Sozialversicherung für Landwirtschaft, Forsten und Gartenbau", ,100,162
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23605,219,Erstattung der Aufwendungen für die Verwaltung des Gesundheitsfonds sowie der Aufwendungen für die Durchführung des morbiditätsorientierten Risikostrukturausgleichs und der Vertragstransparenzstelle, ,101,9690
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23606,219,"Erstattung der Aufwendungen für die Verwaltung des Innovationsfonds, des Strukturfonds und des Krankenhauszukunftsfonds", ,101,1479
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,23607,219,Erstattung der Aufwendungen für die Verwaltung des Ausgleichsfonds in der Sozialen Pflegeversicherung sowie für die Vertretung des Pflegevorsorgefonds in gerichtlichen Verfahren, ,102,988
11,Bundesministerium für Arbeit und Soziales,E,Übrige Einnahmen,1116,Bundesamt für Soziale Sicherung,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,102,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1201,Bundesfernstraßen,11101,722,"Gebühren, sonstige Entgelte", ,8,800
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,8,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,11121,719,"Gebühren, sonstige Entgelte", ,8,137
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,11122,721,Einnahmen aus der streckenbezogenen Maut, ,8,7352000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,11929,59,Vermischte Einnahmen, ,8,213
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,13221,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,8,1504
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,27221,790,Einnahmen aus Zuschüssen der Europäischen Union zur Entwicklung eines europäischen Mautsystems, ,8,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,28121,790,Rückzahlungen und Erstattungen, ,8,1600
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,11231,711,"Geldstrafen, Geldbußen und Gerichtskosten", ,9,50
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,11939,711,Vermischte Einnahmen, ,9,4000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,12231,721,Konzessionsabgabe, ,9,11600
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,12431,721,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,9,15000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,13131,721,"Einnahmen aus der Veräußerung von Grundstücken, Grundstücksbestandteilen und beschränkt dinglichen Rechten", ,9,4000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,13231,722,Erlöse aus der Veräußerung von beweglichen Sachen, ,9,6000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,16134,722,"Zinsen aus der Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen", ,9,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,28131,722,Erstattung der vorgelegten Beträge aus der Vorfinanzierung des Baues der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen, ,9,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1201,Bundesfernstraßen,28133,45,Einnahmen im Zusammenhang mit der Nutzung von Festbrückengerät, ,9,150
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1202,Bundesschienenwege,11999,742,Vermischte Einnahmen, ,26,2000
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1202,Bundesschienenwege,12101,742,Gewinne aus Beteiligungen, ,26,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1202,Bundesschienenwege,18101,742,Rückzahlung von Darlehen für Investitionen in die Schienenwege der Eisenbahnen des Bundes, ,26,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1202,Bundesschienenwege,28101,45,Einnahmen aus der Nutzung und Vermietung von vorgehaltenen Einrichtungen der zivilen Notfallvorsorge und des Krisenmanagements, ,26,300
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1202,Bundesschienenwege,28102,742,Rückzahlungen von Zuwendungen, ,26,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1202,Bundesschienenwege,28701,742,Einnahmen für Schienenwegevorhaben auf der Grundlage von internationalen Vereinbarungen, ,26,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1203,Bundeswasserstraßen,11101,712,"Gebühren, sonstige Entgelte", ,38,26100
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1203,Bundeswasserstraßen,13201,712,Erlöse aus der Veräußerung von beweglichen Sachen, ,38,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1204,Digitale Infrastruktur,11999,692,Vermischte Einnahmen, ,51,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1204,Digitale Infrastruktur,28101,692,Rückzahlungen von Zuwendungen, ,51,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1204,Digitale Infrastruktur,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,51,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1205,Luft- und Raumfahrt,11999,692,Vermischte Einnahmen, ,59,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1205,Luft- und Raumfahrt,12101,750,Gewinne aus der Beteiligung des Bundes an Flughäfen, ,59,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,16102,750,"Zinsen von Darlehen an Flughafengesellschaften, an denen der Bund beteiligt ist", ,59,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,18201,750,"Tilgung von Darlehen an Flughafengesellschaften, an denen der Bund beteiligt ist", ,59,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,26101,750,Erstattung von Beiträgen zu internationalen Flugsicherungsorganisationen aus dem Gebührenaufkommen der DFS Deutsche Flugsicherung GmbH, ,59,128223
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,28101,692,Rückzahlungen von Zuwendungen, ,59,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,34101,46,"Beitrag von EUMETSAT für die Entwicklung und den Bau des Erdbeobachtungsinstruments ""METimage""", ,59,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1205,Luft- und Raumfahrt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,60,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1206,Verbesserung der Verkehrsverhältnisse der Gemeinden,11999,725,Vermischte Einnahmen, ,67,1500
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1210,Sonstige Bewilligungen,11999,790,Vermischte Einnahmen, ,70,300
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,15301,430,Zinseinnahmen aus Darlehen an Gemeinden, ,70,300
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,17301,430,Tilgungsbeträge aus Darlehen der Gemeinden, ,70,2800
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,18201,790,Rückzahlung von Darlehen an private Unternehmen für Investitionen zur Förderung von Umschlaganlagen des Kombinierten Verkehrs, ,70,2218
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,23201,692,"Beiträge der Länder für den Ausbau und die Erweiterung des ""Radnetzes Deutschland""", ,70,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,27202,692,Einnahmen aus Zuschüssen der Europäischen Union für transeuropäische Netze für Verkehr, ,70,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,27203,692,Einnahmen aus Zuschüssen der Europäischen Union zu besonderen Maßnahmen im Geschäftsbereich des Bundesministeriums für Digitales und Verkehr, ,71,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1210,Sonstige Bewilligungen,28101,732,Rückzahlung von Zuwendungen, ,71,4000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,28209,11,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen", ,97,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,97,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,38107,890,Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben, ,97,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,11957,18,Vermischte Einnahmen, ,97,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1211,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,23257,18,Beteiligung an den Versorgungslasten des Bundes, ,97,120
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1212,Bundesministerium,11101,11,"Gebühren, sonstige Entgelte", ,106,10
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1212,Bundesministerium,11999,11,Vermischte Einnahmen, ,106,500
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1212,Bundesministerium,12401,11,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,106,7
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1212,Bundesministerium,13201,11,Erlöse aus der Veräußerung von beweglichen Sachen, ,106,40
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1212,Bundesministerium,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,106,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,11101,719,"Gebühren, sonstige Entgelte", ,113,238
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten", ,113,20482
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,11999,719,Vermischte Einnahmen, ,113,205
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1213,Bundesamt für Güterverkehr,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,113,9
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1213,Bundesamt für Güterverkehr,28102,719,Erstattung von Kosten und Auslagen im Bußgeldverfahren, ,114,3
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1213,Bundesamt für Güterverkehr,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,114,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1213,Bundesamt für Güterverkehr,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,114,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,11101,719,"Gebühren, sonstige Entgelte", ,118,500
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,11999,719,Vermischte Einnahmen, ,118,4295
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,118,100
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1214,Bundesanstalt für Straßenwesen,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,118,37
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,26101,719,Erstattung von sonstigen Verwaltungsausgaben aus dem Inland, ,118,100
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,118,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1214,Bundesanstalt für Straßenwesen,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,118,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11101,719,"Gebühren, sonstige Entgelte", ,124,113879
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten", ,125,610
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11901,719,Einnahmen aus Veröffentlichungen, ,125,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11919,719,Vermischte Einnahmen, ,125,6966
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,11999,719,Vermischte Einnahmen, ,125,170
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,125,13
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1215,Kraftfahrt-Bundesamt,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,125,5
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,26101,719,Erstattung von Personal- und Reisekosten, ,125,2800
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,125,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1215,Kraftfahrt-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,125,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11101,719,"Gebühren, sonstige Entgelte", ,136,36000
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11201,719,"Geldstrafen, Geldbußen und Gerichtskosten", ,136,300
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,11999,719,Vermischte Einnahmen, ,136,300
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,12401,719,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,136,2900
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1217,Eisenbahn-Bundesamt,13201,719,Erlöse aus der Veräußerung von beweglichen Sachen, ,136,72
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1217,Eisenbahn-Bundesamt,26101,719,Erstattung von Verwaltungsausgaben aus dem Inland, ,136,6000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1217,Eisenbahn-Bundesamt,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,136,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11101,712,"Gebühren, sonstige Entgelte", ,142,4000
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11106,731,Lotsabgaben und Einnahmen aus Lotseinrichtungen, ,142,95200
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11201,712,"Geldstrafen, Geldbußen und Gerichtskosten", ,142,600
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11901,712,Einnahmen aus Veröffentlichungen, ,142,50
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,11999,712,Vermischte Einnahmen, ,142,3500
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,12401,712,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,143,21000
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,13101,712,Einnahmen aus der Veräußerung von unbeweglichen Sachen, ,143,200
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,13201,712,Erlöse aus der Veräußerung von beweglichen Sachen, ,143,3000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,23201,731,Erstattungen der beteiligten Länder für die Spezialarbeitsplätze im Maritimen Sicherheitszentrum (MSZ), ,144,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,23202,731,Erstattung von Ausgaben für die Bekämpfung von Meeresverschmutzungen im See- und Küstenbereich (Vorsorge und Abwehr) durch die Küstenländer, ,144,350
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,23203,731,Erstattung von Bauleitungsausgaben durch Bundesländer und sonstige Dritte, ,144,3440
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,26101,712,Erstattung von Verwaltungsausgaben durch Dritte, ,145,16000
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,145,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,145,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38207,890,"Lotsgeld, Entgelte der Kanalsteurer auf dem Nord-Ostsee-Kanal", ,146,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1218,Wasserstraßen- und Schifffahrtsverwaltung des Bundes,38208,890,"Befahrungsabgaben, die für Dritte erhoben werden", ,146,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11101,731,"Gebühren, sonstige Entgelte", ,155,10039
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11201,731,"Geldstrafen, Geldbußen und Gerichtskosten", ,155,100
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11901,731,Einnahmen aus Veröffentlichungen, ,155,1750
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,11999,731,Vermischte Einnahmen, ,155,51
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,13201,731,Erlöse aus der Veräußerung von beweglichen Sachen, ,156,39
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,26101,731,Erstattung von Reisekosten und sonstigen Verwaltungsausgaben, ,156,30
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,156,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1219,Bundesamt für Seeschifffahrt und Hydrographie,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,156,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,11101,46,"Gebühren, sonstige Entgelte", ,164,18800
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,11901,46,Einnahmen aus Veröffentlichungen, ,164,9
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,11999,46,Vermischte Einnahmen, ,164,1175
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,12401,46,"Einnahmen aus Vermietung, Verpachtung und Nutzung", ,165,69
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1220,Deutscher Wetterdienst,13201,46,Erlöse aus der Veräußerung von beweglichen Sachen, ,165,50
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,26101,46,Erstattung von Verwaltungsausgaben, ,165,13
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,28101,46,Rückzahlung von Zuwendungen, ,165,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,38101,890,Leistungen von Bundesbehörden zur Durchführung von Aufträgen, ,165,0
12,Bundesministerium für Digitales und Verkehr,E,Übrige Einnahmen,1220,Deutscher Wetterdienst,38103,890,Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381 .1 und 381 .7, ,166,0
12,Bundesministerium für Digitales und Verkehr,E,Verwaltungseinnahmen,1221,Luftfahrt-Bundesamt,11101,750,"Gebühren, sonstige Entgelte", ,181,11500
